URL,User-agent,Directive,Path,Sitemap
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/jingjiren,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/*.js*,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/*.css*,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/*?* ,
"https://liuzhou.lianjia.com/robots.txt
",,Sitemap,,https://liuzhou.lianjia.com/sitemap-ershou-resblock.xml
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/solr,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/test,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/tools,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/exchange,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/agent,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/owner,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/center,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/cmsmanage,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/compatible,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/admin,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/Admin,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/install,
"https://liuzhou.lianjia.com/robots.txt
",Sogou web spider,Disallow,/jingjiren,
